-1,-1,-1
1969,133,169
1767412716463,144,179
1767412716478,148,181
1767412716495,152,181
1767412716512,155,177
1767412716529,157,169
1767412716545,157,162
1767412716561,156,156
1767412716578,150,152
1767412716595,143,152
1767412716612,136,152
1767412716628,132,157
1767412716647,130,161
1767412716663,130,165
1767412716678,130,166
1767412716695,132,167
1767412716712,138,167
1767412716729,145,166
1767412716746,148,163
1767412717694,779,513
1767412717711,785,513
1767412717728,793,513
1767412717745,800,513
1767412717761,808,513
1767412717779,811,513
1767412717796,812,513
1767412717812,811,514
1767412717829,800,514
1767412717845,788,515
1767412717863,776,515
1767412717878,766,516
1767412717895,759,516
1767412717913,758,516
1767412717945,763,516
1767412717963,772,515
1767412717979,781,512
1767412717995,786,509
1767412718012,788,508
1767412718045,785,508
1767412718062,778,509
1767412718080,773,512
1767412718095,769,516
1767412718113,767,518
-1,-1,-1
1969,,
3203,,
-1,-1,-1
2319,,
3686,,
