Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Place of most time spent before turning 18,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
69094a005e0b2cffc4835afa,68d1ea5cd64c036dc709b93b,APPROVED,Not Applicable,2025-11-04T00:36:54.948000Z,2025-11-04T01:07:19.526000Z,2025-11-14T04:08:25.645000Z,2025-11-04T01:07:19.908093Z,1825.0,C4PFVPEH,105,Japan,47,Male,Asian,Japan,Japan,DATA_EXPIRED,Japanese,No,Other
69094a4a180da198028fa77f,6632eb2d9bb2bdabd06bdb25,APPROVED,Not Applicable,2025-11-04T00:38:27.170000Z,2025-11-04T01:17:49.877000Z,2025-11-14T04:08:25.887000Z,2025-11-04T01:17:50.223252Z,2363.0,C4PFVPEH,211,Japan,56,Male,Asian,Japan,Japan,Japan,Japanese,No,Other
69094bd14d7cf9ac2b26f3f5,64545cf5a05a75d2466364ee,APPROVED,Not Applicable,2025-11-04T00:42:00.902000Z,2025-11-04T01:28:26.320000Z,2025-11-14T04:08:26.132000Z,2025-11-04T01:28:26.708911Z,2786.0,C4PFVPEH,1074,Japan,52,Female,Asian,Japan,Japan,Japan,Japanese,No,Part-Time
690963416603c6b9504aa1e7,6774f5d9b5b14e7a05620dd4,RETURNED,Not Applicable,2025-11-04T02:24:21.050000Z,,,2025-12-04T07:42:56.602346Z,,,241,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6909655266caffcc12274bda,689d377309da9a134a6913a3,APPROVED,Not Applicable,2025-11-04T02:34:20.823000Z,2025-11-04T03:14:21.565000Z,2025-11-14T04:08:26.367000Z,2025-11-04T03:14:21.960172Z,2401.0,C4PFVPEH,26,Japan,27,Female,Asian,Japan,Japan,DATA_EXPIRED,Japanese,No,Full-Time
69097420bf957d674671424a,66553fc4044bd2f140ddb839,APPROVED,Not Applicable,2025-11-04T03:34:05.436000Z,2025-11-04T04:08:13.706000Z,2025-11-14T04:08:26.620000Z,2025-11-04T04:08:14.134266Z,2049.0,C4PFVPEH,206,Japan,58,Female,Asian,Japan,Japan,Japan,Japanese,No,Full-Time
69097bac13566dbcecc7b017,68f736d387a726c3e2788a91,APPROVED,Not Applicable,2025-11-04T04:06:04.009000Z,2025-11-04T04:45:25.664000Z,2025-11-14T04:08:26.856000Z,2025-11-04T04:45:26.047249Z,2362.0,C4PFVPEH,2,Japan,31,Female,Asian,Japan,Japan,DATA_EXPIRED,Japanese,No,Full-Time
690983d33043dc9ae486111f,645d6d3ed783005c410ad3d0,APPROVED,Not Applicable,2025-11-04T04:40:51.085000Z,2025-11-04T05:53:59.227000Z,2025-11-14T04:08:27.098000Z,2025-11-04T05:53:59.627189Z,4389.0,C4PFVPEH,42,Japan,50,Male,Asian,Japan,Japan,Japan,Japanese,No,Other
690988bf2a5ccc865c7ad8c5,68cd50fbf4ee99356ae4415a,APPROVED,Not Applicable,2025-11-04T05:01:55.689000Z,2025-11-04T05:48:19.568000Z,2025-11-14T04:08:27.343000Z,2025-11-04T05:48:19.956696Z,2784.0,C4PFVPEH,49,Japan,28,Female,Asian,Japan,Japan,Japan,Japanese,No,Full-Time
69098b0fc889e611a3c2fec7,68c16fb7115e95ebd1f117f1,REJECTED,Not Applicable,2025-11-04T05:11:54.523000Z,2025-11-04T05:50:32.644000Z,2025-11-13T05:18:46.406000Z,2025-12-04T07:42:56.603110Z,2319.0,C4PFVPEH,34,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
69098c55136bd60330a78744,689fb6c7efdecf36c20ebf84,APPROVED,Not Applicable,2025-11-04T05:17:18.572000Z,2025-11-04T05:51:53.924000Z,2025-11-14T04:08:27.567000Z,2025-11-04T05:51:54.303767Z,2076.0,C4PFVPEH,71,Japan,58,Female,Asian,Japan,Japan,Japan,Japanese,No,Other
