Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Place of most time spent before turning 18,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
690944314bb661aac274d077,68dd6ada1c06b7f58ff4020c,APPROVED,Not Applicable,2025-11-04T00:09:39.384000Z,2025-11-04T00:46:19.488000Z,2025-11-14T03:43:08.460000Z,2025-11-04T00:46:19.874028Z,2201.0,C1L6A85Q,126,United States,33,Male,Other,United States,United States,United States,English,No,Part-Time
69094460bcc404f239158ff3,5dd2f94a238a913096c52317,APPROVED,Not Applicable,2025-11-04T00:12:35.430000Z,2025-11-04T00:49:46.850000Z,2025-11-14T03:43:08.776000Z,2025-11-04T00:49:47.231394Z,2232.0,C1L6A85Q,12477,United States,43,Female,White,United States,United States,United States,English,No,Full-Time
690944d4ab93b9039fe9b53e,54847f1cfdf99b07b28f22f9,APPROVED,Not Applicable,2025-11-04T00:12:10.090000Z,2025-11-04T01:00:25.048000Z,2025-11-14T03:43:09.056000Z,2025-11-04T01:00:25.607624Z,2895.0,C1L6A85Q,10723,United States,52,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6909470551b396f2b85b727b,611622ddd8be1ac51298cb89,APPROVED,Not Applicable,2025-11-04T00:22:04.035000Z,2025-11-04T01:43:22.028000Z,2025-11-14T03:43:09.331000Z,2025-11-04T01:43:22.407571Z,4878.0,C1L6A85Q,2183,United States,22,Male,White,United States,United States,United States,English,Yes,Part-Time
69094779af7cbc5a7c55283f,5c6071a1e1df700001ca8bf1,APPROVED,Not Applicable,2025-11-04T00:29:58.029000Z,2025-11-04T01:10:05.859000Z,2025-11-14T03:43:09.625000Z,2025-11-04T01:10:06.255887Z,2408.0,C1L6A85Q,4894,United States,44,Female,DATA_EXPIRED,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6909481d98feb5f2c4a81e54,5d4ac837d2844e0001ecf699,APPROVED,Not Applicable,2025-11-04T00:26:05.832000Z,2025-11-04T02:15:40.442000Z,2025-11-14T03:43:09.896000Z,2025-11-04T02:15:41.003505Z,6575.0,C1L6A85Q,8734,United States,37,Female,Asian,United States,United States,United States,English,No,Full-Time
69094ade32dc8a400e8311f0,65c11f6098be0f40918869d2,APPROVED,Not Applicable,2025-11-04T00:38:10.429000Z,2025-11-04T01:20:54.556000Z,2025-11-14T03:43:10.170000Z,2025-11-04T01:20:54.938162Z,2565.0,C1L6A85Q,4075,United States,45,Female,Black,United States,United States,United States,English,No,Full-Time
69094e3d637a78cb5ec5e2e3,67ef5e1ea8330a7744f39e17,APPROVED,Not Applicable,2025-11-04T00:54:14.723000Z,2025-11-04T01:54:07.100000Z,2025-11-14T03:43:10.483000Z,2025-11-04T01:54:07.493469Z,3593.0,C1L6A85Q,1559,United States,46,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
690970c7a2f2784374f7467c,660cda55786e37b1cbb49717,APPROVED,Not Applicable,2025-11-04T03:19:48.881000Z,2025-11-04T04:04:46.051000Z,2025-11-14T03:43:10.753000Z,2025-11-04T04:04:46.450126Z,2698.0,C1L6A85Q,4928,United States,39,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
690970c7bcd0eed064ef85a3,6018a5c0e1600b187ccb8693,APPROVED,Not Applicable,2025-11-04T03:19:38.705000Z,2025-11-04T04:19:21.429000Z,2025-11-14T03:43:11.046000Z,2025-11-04T04:19:21.849288Z,3583.0,C1L6A85Q,8065,United States,28,Male,Asian,United States,United States,United States,English,Yes,Full-Time
690970cc51b0fbdb7f96de70,6673872f2370eaa5c6926185,APPROVED,Not Applicable,2025-11-04T03:20:15.592000Z,2025-11-04T04:09:29.886000Z,2025-11-14T03:43:11.356000Z,2025-11-04T04:09:30.297981Z,2955.0,C1L6A85Q,267,United States,46,Female,Black,United States,United States,United States,English,No,Other
690970cdfb826ccb153ee61a,644a53ac09de69785b70ec16,APPROVED,Not Applicable,2025-11-04T03:19:46.252000Z,2025-11-04T03:51:44.075000Z,2025-11-14T03:43:11.620000Z,2025-11-04T03:51:44.434271Z,1918.0,C1L6A85Q,2854,United States,62,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
690970ce06e1bd33037ca894,61363ce02e6022a741d63a6e,APPROVED,Not Applicable,2025-11-04T03:21:40.683000Z,2025-11-04T03:53:08.526000Z,2025-11-14T03:43:11.875000Z,2025-11-04T03:53:11.893188Z,1888.0,C1L6A85Q,4634,United States,29,Male,White,United States,United States,United States,English,No,Full-Time
690970d2a5b4a280df6b5807,608f2aa883599160c8b87a79,APPROVED,Not Applicable,2025-11-04T03:20:47.665000Z,2025-11-04T04:01:04.057000Z,2025-11-14T03:43:12.147000Z,2025-11-04T04:01:04.517697Z,2417.0,C1L6A85Q,5782,United States,35,Female,White,United States,United States,United States,English,No,Full-Time
690970dc6af7a020234d4d44,5eaee5a2b1ad425c2eb0061d,APPROVED,Not Applicable,2025-11-04T03:23:19.633000Z,2025-11-04T04:18:48.660000Z,2025-11-14T03:43:12.428000Z,2025-11-04T04:18:49.027232Z,3330.0,C1L6A85Q,1684,United States,35,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
690970f942c7ec9604bfbca1,64077ddd11208afe2bec171a,APPROVED,Not Applicable,2025-11-04T03:29:18.706000Z,2025-11-04T04:01:59.366000Z,2025-11-14T03:43:12.695000Z,2025-11-04T04:01:59.777206Z,1961.0,C1L6A85Q,4927,United States,29,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
690970fe7e5111ce413711c9,58014df907d709000141b54f,APPROVED,Not Applicable,2025-11-04T03:20:53.935000Z,2025-11-04T03:53:37.405000Z,2025-11-14T03:43:12.969000Z,2025-11-04T03:53:37.773839Z,1964.0,C1L6A85Q,1541,United States,44,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
6909714058b90778906612ef,67758b914f06b14a31669644,APPROVED,Not Applicable,2025-11-04T03:21:41.097000Z,2025-11-04T03:48:47.845000Z,2025-11-14T03:43:13.291000Z,2025-11-04T03:48:48.271219Z,1627.0,C1L6A85Q,3989,United States,34,Female,White,United States,United States,United States,English,Yes,Other
690971453f41aecae317b034,674fc9520d64ca724b0d8889,APPROVED,Not Applicable,2025-11-04T03:21:59.977000Z,2025-11-04T03:51:25.038000Z,2025-11-14T03:43:13.571000Z,2025-11-04T03:51:25.448047Z,1766.0,C1L6A85Q,1147,United States,32,Female,White,United States,United States,United States,English,No,Part-Time
