Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Place of most time spent before turning 18,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
690a9aadfd4aea2e2d786dd0,5f7b60daa7bb4c0fea3dc605,APPROVED,Not Applicable,2025-11-05T00:30:37.608000Z,2025-11-05T01:09:37.699000Z,2025-11-14T03:27:53.688000Z,2025-11-05T01:09:38.098912Z,2341.0,C65SCBRP,448,Spain,42,Female,White,Spain,Spain,Spain,Spanish,No,Part-Time
690a9dd770ff0a010671d494,5a0cca1f0fff620001a6c8a1,APPROVED,Not Applicable,2025-11-05T00:51:27.612000Z,2025-11-05T01:23:51.617000Z,2025-11-14T03:27:53.959000Z,2025-11-05T01:23:52.022762Z,1945.0,C65SCBRP,805,Spain,32,Male,White,Spain,Spain,Spain,Spanish,No,Full-Time
690a9e08c3f95d7e7bd27aa8,5bb2a0148f3bd70001e5633f,APPROVED,Not Applicable,2025-11-05T00:45:02.593000Z,2025-11-05T01:19:21.088000Z,2025-11-14T03:27:54.234000Z,2025-11-05T01:19:21.494554Z,2059.0,C65SCBRP,2433,Spain,51,Male,White,Spain,Spain,Spain,Spanish,No,Full-Time
690a9e4fd7ce79a8b428d929,5b94fffdaa1729000192a770,APPROVED,Not Applicable,2025-11-05T00:46:11.510000Z,2025-11-05T01:07:22.828000Z,2025-11-14T03:27:54.473000Z,2025-11-05T01:07:23.231090Z,1272.0,C65SCBRP,887,Spain,27,Female,White,Spain,Spain,Spain,Spanish,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
690a9f35a5203709f10cac57,5f5aa7a073b8271a0ab0947c,APPROVED,Not Applicable,2025-11-05T00:51:58.994000Z,2025-11-05T01:34:57.268000Z,2025-11-14T03:27:54.710000Z,2025-11-05T01:34:57.679287Z,2579.0,C65SCBRP,1657,Spain,31,Male,Mixed,Spain,Spain,Spain,Spanish,No,Part-Time
690aa0987f45fbbc42137342,5edc3d681a69d49159555f91,APPROVED,Not Applicable,2025-11-05T00:59:55.501000Z,2025-11-05T01:36:15.620000Z,2025-11-14T03:27:54.935000Z,2025-11-05T01:36:15.983552Z,2181.0,C65SCBRP,1000,Spain,26,Female,White,Spain,Spain,Spain,Spanish,No,Full-Time
690aa0b9ec61aafeccb2f712,5bf01b3e2a9d2c00013ddc2a,APPROVED,Not Applicable,2025-11-05T00:56:30.685000Z,2025-11-05T02:14:16.278000Z,2025-11-14T03:27:55.182000Z,2025-11-05T02:14:16.667074Z,4666.0,C65SCBRP,1242,Spain,31,Female,White,Spain,Spain,Spain,Spanish,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
690aa22d7a8d0b54d2bf084b,66a2b2177415b43496fa5824,RETURNED,Not Applicable,,,,2025-12-04T00:26:51.659917Z,,,115,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
690aa4c7e09daaa2e383e183,5d5bc7f1e86c3f00016f65aa,APPROVED,Not Applicable,2025-11-05T01:15:29.096000Z,2025-11-05T01:37:02.210000Z,2025-11-14T03:27:55.439000Z,2025-11-05T01:37:02.600386Z,1294.0,C65SCBRP,491,Spain,41,Female,White,Spain,Spain,Spain,Spanish,No,Full-Time
690ab01612738211f665ddcd,5de6f9f4c71f82677c589955,APPROVED,Not Applicable,2025-11-05T02:01:58.802000Z,2025-11-05T02:30:03.131000Z,2025-11-14T03:27:55.676000Z,2025-11-05T02:30:03.500353Z,1685.0,C65SCBRP,206,Spain,50,Male,White,Spain,Spain,Spain,Spanish,DATA_EXPIRED,DATA_EXPIRED
690ab1192760a240b0a646fe,666b2eb4344143a7c69dc5d3,APPROVED,Not Applicable,2025-11-05T02:07:54.253000Z,2025-11-05T02:40:08.396000Z,2025-11-14T03:27:55.920000Z,2025-11-05T02:40:08.810214Z,1935.0,C65SCBRP,45,Spain,22,Female,White,Spain,Spain,Spain,Spanish,No,Full-Time
690ab3c84ea891886c588a78,665dd7572d061d3ee4defd4e,APPROVED,Not Applicable,2025-11-05T02:18:02.777000Z,2025-11-05T02:46:09.974000Z,2025-11-14T03:27:56.167000Z,2025-11-05T02:46:10.373943Z,1688.0,C65SCBRP,256,Spain,37,Male,White,Spain,Spain,Spain,Spanish,No,Part-Time
690abd015c0579854f95dea7,66a7bf129cddb760981ebcec,APPROVED,Not Applicable,2025-11-05T02:59:51.334000Z,2025-11-05T03:35:12.953000Z,2025-11-14T03:27:56.406000Z,2025-11-05T03:35:13.368423Z,2122.0,C65SCBRP,249,Spain,40,Female,Mixed,Egypt,Spain,Spain,English,No,DATA_EXPIRED
690ac73c6274b610727a37d2,5ed6c1c29e50c21348065f98,APPROVED,Not Applicable,2025-11-05T03:40:46.410000Z,2025-11-05T04:09:15.932000Z,2025-11-14T03:27:56.660000Z,2025-11-05T04:09:16.323019Z,1710.0,C65SCBRP,874,Spain,52,Male,White,Spain,Spain,Spain,English,Yes,Full-Time
690aca4501f24e1075a711d0,5ce7bd64a6f1d500164b6da6,APPROVED,Not Applicable,2025-11-05T03:53:48.656000Z,2025-11-05T04:33:28.512000Z,2025-11-14T03:27:56.893000Z,2025-11-05T04:33:28.905101Z,2380.0,C65SCBRP,988,Spain,31,Male,White,Spain,Spain,Spain,Spanish,No,Unemployed (and job seeking)
690acfc31cebd702cad28080,6661c5d7981497312b728f44,APPROVED,Not Applicable,2025-11-05T04:17:14.441000Z,2025-11-05T05:26:49.486000Z,2025-11-14T03:27:57.753000Z,2025-11-05T05:26:49.904204Z,4176.0,C65SCBRP,94,Spain,31,Male,White,Spain,Spain,Spain,Spanish,No,Part-Time
690ad15a76f056aae57dc15f,5dcae8c2f7bfb17b4b5a268d,APPROVED,Not Applicable,2025-11-05T04:30:26.754000Z,2025-11-05T05:01:14.545000Z,2025-11-14T03:27:58.065000Z,2025-11-05T05:01:14.960489Z,1848.0,C65SCBRP,1522,Spain,45,Male,White,Spain,Spain,Spain,Spanish,No,Part-Time
690ad4920c79ed1107a07dd7,669535b3248580a11bde436c,APPROVED,Not Applicable,2025-11-05T04:37:47.974000Z,2025-11-05T05:23:49.143000Z,2025-11-14T03:27:58.368000Z,2025-11-05T05:23:49.542780Z,2762.0,C65SCBRP,234,Spain,45,Male,White,Spain,Spain,Spain,Spanish,No,Full-Time
690addc5db40f6f9403b11b9,66cf58e116440f78b04f0962,APPROVED,Not Applicable,2025-11-05T05:17:03.370000Z,2025-11-05T05:44:54.756000Z,2025-11-14T03:27:58.650000Z,2025-11-05T05:44:55.160138Z,1672.0,C65SCBRP,316,Spain,24,Female,White,Spain,Spain,Spain,Catalan,Yes,Part-Time
690ae6539c5f9553320cb1ac,6696d81ba57640f9273a1949,APPROVED,Not Applicable,2025-11-05T06:01:12.433000Z,2025-11-05T06:33:10.568000Z,2025-11-14T03:27:58.883000Z,2025-11-05T06:33:10.962339Z,1919.0,C65SCBRP,529,Spain,24,Female,White,Spain,Spain,Spain,Spanish,Yes,Part-Time
690ae7fccdc009738062d90b,5f6677f7035c6c267ea50fed,APPROVED,Not Applicable,2025-11-05T06:00:38.256000Z,2025-11-05T06:33:24.927000Z,2025-11-14T03:27:59.161000Z,2025-11-05T06:33:25.332990Z,1967.0,C65SCBRP,660,Spain,47,Male,White,Spain,Spain,Spain,Spanish,No,Unemployed (and job seeking)
690ae9132133c107af1683e7,668a9841d4178ffe1aaaa225,APPROVED,Not Applicable,2025-11-05T06:07:25.770000Z,2025-11-05T06:59:15.724000Z,2025-11-14T03:27:59.406000Z,2025-11-05T06:59:16.144822Z,3110.0,C65SCBRP,442,Spain,28,Male,White,Spain,Spain,Spain,Spanish,Yes,Full-Time
690aea010c9ca754cdcf8456,608f63acc6ed67192ed65360,APPROVED,Not Applicable,2025-11-05T06:13:26.250000Z,2025-11-05T06:46:22.656000Z,2025-11-14T03:27:59.655000Z,2025-11-05T06:46:23.082836Z,1977.0,C65SCBRP,533,Spain,29,Female,White,Spain,Spain,Spain,Spanish,DATA_EXPIRED,DATA_EXPIRED
690aea72b330c2f5de35659f,5aad8904e1546900019aef8e,APPROVED,Not Applicable,2025-11-05T06:13:26.577000Z,2025-11-05T07:25:15.440000Z,2025-11-14T03:27:59.889000Z,2025-11-05T07:25:15.851888Z,4309.0,C65SCBRP,1811,Spain,41,Male,White,Spain,Spain,Spain,Spanish,No,Full-Time
690aea979f15fd61b32f981e,5ee579ecd4169f2bee94041e,APPROVED,Not Applicable,2025-11-05T06:11:52.814000Z,2025-11-05T06:44:44.813000Z,2025-11-14T03:28:00.149000Z,2025-11-05T06:44:45.213829Z,1972.0,C65SCBRP,1303,Spain,27,Female,White,Spain,Spain,Spain,Spanish,Yes,Unemployed (and job seeking)
690aeaf514d4d080ca7edee9,6452b900ed79e166aaf26970,RETURNED,Not Applicable,2025-11-05T06:24:00.016000Z,,,2025-12-04T00:26:51.660124Z,,,575,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
690aeb634be1a703ab804772,60b215cb2fbdc8eb14058fb6,APPROVED,Not Applicable,2025-11-05T06:15:42.201000Z,2025-11-05T06:48:01.763000Z,2025-11-14T03:28:00.387000Z,2025-11-05T06:48:02.179036Z,1940.0,C65SCBRP,228,Spain,34,Male,White,Spain,Spain,Spain,Spanish,No,Part-Time
690aeb9083f68b8d8c690397,60c70ac4c6e9e92878442691,APPROVED,Not Applicable,2025-11-05T06:16:09.658000Z,2025-11-05T06:49:21.930000Z,2025-11-14T03:28:00.620000Z,2025-11-05T06:49:22.359068Z,1993.0,C65SCBRP,372,Spain,37,Female,White,Spain,Spain,Spain,Catalan,No,Unemployed (and job seeking)
690aec64f01fbfc6edfbbf37,57ea8da9011c3500013556dd,APPROVED,Not Applicable,2025-11-05T06:19:29.174000Z,2025-11-05T06:46:22.009000Z,2025-11-14T03:28:00.898000Z,2025-11-05T06:46:22.417655Z,1613.0,C65SCBRP,362,Spain,44,Female,White,Spain,Spain,Spain,Spanish,No,Full-Time
690aedbb2a2fae6e46c2f7c4,5f3284f1dd0c2204cd988bf0,APPROVED,Not Applicable,2025-11-05T06:25:21.073000Z,2025-11-05T06:58:37.106000Z,2025-11-14T03:28:01.151000Z,2025-11-05T06:58:37.515607Z,1997.0,C65SCBRP,1149,Spain,38,Male,White,Spain,Spain,Spain,Spanish,Yes,Full-Time
690af0395be77bba596aa795,6130681762f1d26905858de5,APPROVED,Not Applicable,2025-11-05T06:35:43.366000Z,2025-11-05T07:02:09.280000Z,2025-11-14T03:28:01.390000Z,2025-11-05T07:02:09.662381Z,1586.0,C65SCBRP,544,Spain,32,Male,Mixed,Spain,Spain,Spain,Spanish,Yes,Part-Time
690af154c928526fda9f9681,5cd19e5a86633700166fb96f,APPROVED,Not Applicable,2025-11-05T06:45:15.581000Z,2025-11-05T08:03:22.496000Z,2025-11-14T03:28:01.631000Z,2025-11-05T08:03:23.090093Z,4687.0,C65SCBRP,690,Spain,48,Male,White,Spain,Spain,Spain,Spanish,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
690af30765e40104c9c1fc96,607f388400a1bd165e5c88d3,RETURNED,Not Applicable,2025-11-05T06:51:21.819000Z,,,2025-12-04T00:26:51.664070Z,,,103,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
690af340495118b19b044b69,666493bc7137870f5dce529c,APPROVED,Not Applicable,2025-11-05T06:48:40.650000Z,2025-11-05T07:19:22.286000Z,2025-11-14T03:28:01.861000Z,2025-11-05T07:19:22.673819Z,1842.0,C65SCBRP,236,Spain,31,Male,White,Spain,Spain,Spain,Spanish,No,Unemployed (and job seeking)
690af461a539fd322ba4a90e,6697c14f9ca9389a52ee2b7e,APPROVED,Not Applicable,2025-11-05T06:53:36.407000Z,2025-11-05T08:00:04.675000Z,2025-11-14T03:28:02.154000Z,2025-11-05T08:00:05.064816Z,3989.0,C65SCBRP,203,Spain,25,Female,Asian,Pakistan,Spain,Spain,English,Yes,Full-Time
690af73a15d8fc382e81170e,5b755869d5d7a80001b45a1e,RETURNED,Not Applicable,,,,2025-12-04T00:26:51.663332Z,,,1537,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
690af78b51fbb6918bbaa9d2,5d45afeb62ed9000197adbb8,APPROVED,Not Applicable,2025-11-05T07:07:02.045000Z,2025-11-05T07:30:07.909000Z,2025-11-14T03:28:02.435000Z,2025-11-05T07:30:08.368694Z,1386.0,C65SCBRP,1115,Spain,48,Male,White,Spain,Spain,Spain,Spanish,No,Full-Time
6958917216836aba61cfd3df,5d6fea4eb5656a00199cf0fe,APPROVED,Not Applicable,2026-01-03T03:49:09.968000Z,2026-01-03T04:21:53.483000Z,2026-01-03T23:15:23.885000Z,2026-01-03T04:21:53.817880Z,1964.0,C65SCBRP,1976,Spain,37,Female,White,Spain,Spain,Spain,Catalan,DATA_EXPIRED,Full-Time
6958917c5144443031d88b9e,58d2521542648b0001f21736,APPROVED,Not Applicable,2026-01-03T03:48:12.368000Z,2026-01-03T04:17:36.040000Z,2026-01-03T23:15:24.142000Z,2026-01-03T04:17:36.383488Z,1764.0,C65SCBRP,262,Spain,39,Male,White,Spain,Spain,Spain,Catalan,No,Part-Time
6958918e452fb017bbf5b69a,669d2b01445e69058d8e02ee,APPROVED,Not Applicable,2026-01-03T03:48:30.833000Z,2026-01-03T04:12:28.366000Z,2026-01-03T23:15:24.412000Z,2026-01-03T04:12:28.702517Z,1438.0,C65SCBRP,934,Spain,25,Male,White,Spain,Spain,Spain,Spanish,Yes,Full-Time
6958919ff5a0631cc84eccfb,671abfcaf0870aee3c03e15d,APPROVED,Not Applicable,2026-01-03T03:49:09.625000Z,2026-01-03T04:18:13.628000Z,2026-01-03T23:15:24.666000Z,2026-01-03T04:18:13.995234Z,1745.0,C65SCBRP,192,Spain,25,Male,White,Spain,Spain,Spain,Spanish,DATA_EXPIRED,DATA_EXPIRED
695892e5ae694707e290931b,6174634dc104426ee1f63e19,APPROVED,Not Applicable,2026-01-03T04:01:41.967000Z,2026-01-03T04:28:48.698000Z,2026-01-03T23:15:24.920000Z,2026-01-03T04:28:49.046093Z,1627.0,C65SCBRP,533,Spain,25,Male,White,Spain,Spain,Spain,Spanish,Yes,Unemployed (and job seeking)
695893e67722cb569d88776b,5eb40f1f0d916d20d9db9144,APPROVED,Not Applicable,2026-01-03T03:58:30.483000Z,2026-01-03T04:58:41.606000Z,2026-01-03T23:15:25.152000Z,2026-01-03T04:58:41.931863Z,3612.0,C65SCBRP,528,Spain,25,Male,White,Spain,Spain,Spain,Spanish,Yes,DATA_EXPIRED
69589598d887c91a6cfb9055,5e13814a1e2e589ca3a4aec2,APPROVED,Not Applicable,2026-01-03T04:06:59.455000Z,2026-01-03T04:35:35.710000Z,2026-01-03T23:15:25.383000Z,2026-01-03T04:35:36.065958Z,1717.0,C65SCBRP,1687,Spain,36,Male,White,Spain,Spain,Spain,Spanish,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
69589ce3da175125aa060933,69289b651ff4838291ea4e21,APPROVED,Not Applicable,2026-01-03T04:40:11.431000Z,2026-01-03T05:05:03.048000Z,2026-01-03T23:15:25.732000Z,2026-01-03T05:05:03.403863Z,1492.0,C65SCBRP,39,Spain,21,Female,Asian,Spain,Spain,DATA_EXPIRED,Spanish,Yes,Unemployed (and job seeking)
6958ae6cc4438b37a42c2148,5f7cada3fac3bc114cb6d6b8,APPROVED,Not Applicable,2026-01-03T05:51:59.217000Z,2026-01-03T06:19:28.846000Z,2026-01-03T23:15:25.954000Z,2026-01-03T06:19:29.201123Z,1650.0,C65SCBRP,3776,Spain,54,Male,White,Spain,Spain,Spain,Spanish,No,Full-Time
6958b0ead881d2627c5adbce,5ce8178ca20e6000150c5789,APPROVED,Not Applicable,2026-01-03T06:02:22.634000Z,2026-01-03T06:31:24.030000Z,2026-01-03T23:15:26.173000Z,2026-01-03T06:31:24.510383Z,1742.0,C65SCBRP,1194,Spain,44,Male,White,Spain,Spain,Spain,Spanish,No,Full-Time
